Battery1,Battery2,Date,Prec,RDC2,RDC20,RDC8,Salt2,Salt20,Salt8,SoilMois2,SoilMois20,Soil8,SNWD,SoilTemp2,SoilTemp20,SoilTemp8,TempAvg,TempMax,TempMin,TempObs,Time,WTEQ
12.75,,5/1/10,28,12.95,44.18,38.57,0.1,0.1,0.1,22.3,40.8,40.5,0,3.3,4,3.7,1.7,7.7,-4.6,-1.5,,0
12.79,,5/2/10,28,11.59,44.25,38.95,0.1,0.1,0.1,19.9,40.8,40.6,0,5.3,4,4.4,5.4,13.4,-2.3,0.8,,0
12.79,,5/3/10,28,11.26,44.17,30.71,0.1,0.1,0.1,19.2,40.8,39.3,0,5.5,4.2,5,5.4,11.9,-2.1,0,,0
12.8,,5/4/10,28,10.92,44.02,26.73,0.1,0.1,0.1,18.6,40.8,37.7,0,6.5,4.4,5.4,8.1,16.6,-1.7,8.3,,0
12.76,,5/5/10,28,10.64,43.87,24.27,0.1,0.1,0.1,18,40.8,36.2,0,6.8,4.7,6,9.5,15.8,1.8,4.9,,0
12.78,,5/6/10,28,10.03,43.98,22.84,0.2,0.1,0.1,16.6,40.8,35.1,0,6,5,6.1,5.9,13,-1.8,-1.8,,0
12.75,,5/7/10,28,10.09,43.74,22.1,0.1,0.1,0.1,16.7,40.8,34.5,0,5.4,5.1,5.8,1.6,7.6,-4.5,-2.1,,0
12.76,,5/8/10,28,9.85,44.36,21.53,0.1,0.1,0.1,16.2,40.8,34,0,6.2,5.1,5.8,4.9,14.4,-4.4,4.7,,0
12.78,,5/9/10,28,10.18,43.69,21.14,0.1,0.1,0.1,17,40.8,33.7,0,6.6,5.2,6.2,7.9,12.8,3.1,4.1,,0
12.79,,5/10/10,28,9.75,43.9,20.94,0.1,0.1,0.1,16,40.8,33.5,0,5.6,5.3,6.1,3,10.5,-2.8,-2.4,,0
12.61,,5/11/10,28.7,10.11,43.81,21.84,0.1,0.1,0.1,16.7,40.8,34.3,5,4.4,5.3,5.2,-0.5,4.4,-5.5,-4.3,,0.4
12.79,,5/12/10,28.7,10.35,44.06,32.18,0.1,0.1,0.1,17.2,40.8,39.7,0,3.7,5,4.6,1.2,6.9,-4.3,-1,,0
12.8,,5/13/10,28.7,10.07,43.97,30.8,0.1,0.1,0.1,16.7,40.8,39.3,0,5.1,4.8,4.9,4.2,10.6,-2.4,-0.1,,0
12.8,,5/14/10,28.7,10.04,44.24,26.28,0.1,0.1,0.1,16.6,40.8,37.5,0,5.8,4.9,5.5,5.7,13.8,-1.2,-0.1,,0
12.78,,5/15/10,28.7,9.8,43.89,23.82,0.1,0.1,0.1,16.1,40.8,35.9,0,6.6,5.1,5.9,6.4,14.8,-1.6,2.2,,0
12.81,,5/16/10,28.7,9.77,44.11,22.52,0.1,0.1,0.1,16.1,40.8,34.9,0,7.4,5.3,6.4,8.2,18.5,0.3,3.3,,0
12.83,,5/17/10,28.7,9.93,43.85,21.89,0.1,0.1,0.1,16.5,40.8,34.4,0,8.4,5.5,6.8,10.3,18.5,1.1,10.6,,0
12.81,,5/18/10,28.8,9.52,44.21,21.6,0.1,0.1,0.1,15.5,40.8,34.1,0,7.1,5.8,6.8,7.9,11.9,2.6,3.2,,0
12.79,,5/19/10,28.8,9.47,44.23,21.42,0.1,0.1,0.1,15.4,40.8,33.9,0,7.4,5.9,6.9,6.4,12.3,1.7,1.8,,0
12.78,,5/20/10,28.8,9.41,44.26,21.47,0.1,0.1,0.1,15.3,40.8,34,0,7.8,6.1,7.1,8.2,14.2,1.2,7.7,,0
12.78,,5/21/10,28.8,9.32,43.53,21.12,0.1,0.1,0.1,15.1,40.8,33.7,0,7.6,6.2,7.3,8,13.8,-0.3,-0.1,,0
12.73,,5/22/10,29,9.45,44.03,20.92,0.1,0.1,0.1,15.4,40.8,33.5,1,6.7,6.3,6.9,3.4,9,-1.7,-1.5,,0.1
12.75,,5/23/10,29.1,9.29,44.23,22.48,0.1,0.1,0.1,14.9,40.8,34.9,0,5.7,6.2,6.3,-0.4,4.2,-7.1,-2.2,,0
12.74,,5/24/10,29.2,9.71,44.14,22.58,0.1,0.1,0.1,15.9,40.8,34.9,0,5.7,6.1,6.3,1.2,6.9,-5.9,0.7,,0
12.75,,5/25/10,29.2,9.08,44.01,21.87,0.2,0.1,0.1,14.5,40.8,34.3,0,6.1,6.1,6.5,4.1,9.2,-1.7,-1.6,,0
12.77,,5/26/10,29.6,9.4,44.09,21.57,0.1,0.1,0.1,15.2,40.8,34.1,0,6.8,6.1,6.5,4.3,13.4,-3,4.5,,0
12.8,,5/27/10,29.6,9.37,43.59,21.42,0.1,0.1,0.1,15.2,40.8,33.9,0,7.1,6.2,6.8,5.3,9.8,1.8,2.1,,0
12.74,,5/28/10,29.6,9.38,44.28,22.06,0.1,0.1,0.1,15.2,40.8,34.5,0,7,6.3,6.9,2.6,8,-0.6,-0.6,,0
12.77,,5/29/10,29.6,9.91,43.37,22.43,0.1,0.1,0.1,16.4,40.8,34.8,0,6.3,6.4,6.8,1.9,7.4,-3.9,-1.2,,0
12.74,,5/30/10,29.6,9.46,43.49,21.78,0.1,0.1,0.1,15.4,40.8,34.3,0,7,6.4,6.9,5.6,13.3,-2,1.1,,0
12.78,,5/31/10,29.6,9.13,43.56,21.28,0.1,0.1,0.1,14.7,40.8,33.8,0,7.9,6.4,7.3,8.2,17.9,-0.8,5.2,,0
12.82,,6/1/10,29.6,9.01,43.6,20.93,0.1,0.1,0.1,14.4,40.8,33.5,0,8.8,6.6,7.7,11.5,17.2,5.1,9.8,,0
12.81,,6/2/10,29.6,8.85,43.38,20.76,0.1,0.1,0.1,14.1,40.8,33.4,0,8.7,6.9,8.1,11.3,17.1,4.3,4.3,,0
12.8,,6/3/10,29.7,8.68,44.06,20.41,0.1,0.1,0.1,13.7,40.8,33,0,9.6,7,8.3,10.9,18.5,2.8,11,,0
12.81,,6/4/10,29.7,8.44,43.91,20.52,0.1,0.1,0.1,13.1,40.8,33.2,0,10.3,7.3,8.8,12.2,17.3,9.7,11,,0
12.81,,6/5/10,29.7,8.68,43.45,20.33,0.1,0.1,0.1,13.7,40.8,33,0,10.3,7.5,9.1,12.8,17,9.7,12.8,,0
12.79,,6/6/10,29.7,8.1,43.6,20.26,0.1,0.1,0.1,12.3,40.8,32.9,0,11.1,7.7,9.5,14.7,22.3,5.4,15,,0
12.8,,6/7/10,29.7,7.31,43.59,19.86,0.1,0.1,0.1,10.3,40.8,32.5,0,11.7,8,10,16.3,22.6,7.9,14.3,,0
12.82,,6/8/10,29.7,7.03,43.63,19.51,0.1,0.1,0.1,9.6,40.8,32.2,0,11.4,8.3,10.3,15.6,21.4,6.6,6.7,,0
12.82,,6/9/10,29.7,6.83,43.6,19.53,0.1,0.1,0.1,9.1,40.8,32.2,0,11.3,8.5,10.3,12.8,21.5,4.1,12.7,,0
12.79,,6/10/10,29.7,5.84,43.53,19.28,0.2,0.1,0.1,6.3,40.8,31.9,0,10.6,8.6,10.3,12.7,16.6,8.5,9.1,,0
12.79,,6/11/10,29.7,5.64,43.88,18.96,0.2,0.1,0.1,5.7,40.8,31.6,0,10.4,8.7,10,9.9,13.4,5.5,5.6,,0
12.82,,6/12/10,29.7,5.95,43.71,18.72,0.1,0.1,0.1,6.6,40.8,31.3,0,10.3,8.7,10,9.2,13.2,5.5,8.9,,0
12.77,,6/13/10,29.7,5.58,43.63,18.52,0.1,0.1,0.1,5.5,40.8,31,0,10,8.7,9.9,9.5,15.6,2.7,3.1,,0
12.77,,6/14/10,29.7,5.33,43.63,18.28,0.1,0.1,0.1,4.8,40.8,30.7,0,10.2,8.7,9.9,10.3,19.2,0.7,5.4,,0
12.77,,6/15/10,29.7,4.95,42.74,18.05,0.1,0.1,0.1,3.7,40.7,30.5,0,10.7,8.8,10,12.7,22.4,3.2,13.3,,0
12.8,,6/16/10,29.7,4.61,37.15,17.79,0.2,0.1,0.1,2.7,40.5,30.1,0,10.6,8.9,10.3,14.7,20.3,3.5,7.7,,0
12.76,,6/17/10,29.7,4.41,33.28,17.7,0.2,0.1,0.1,2.1,40,30,0,9.5,8.9,10.1,8.7,15.5,0.2,0.5,,0
12.78,,6/18/10,29.7,4.49,31.62,17.45,0.1,0.1,0.1,2.3,39.6,29.7,0,9.8,8.9,9.8,8.4,18.4,-1.3,3.3,,0
12.78,,6/19/10,29.7,4.36,26.5,17.18,0.1,0.1,0.1,1.9,37.7,29.3,0,10.2,8.9,9.9,11.2,18.5,1.1,10.6,,0
12.78,,6/20/10,29.7,4.21,23.77,17,0.1,0.1,0.1,1.5,36,29.1,0,10.2,8.9,10,12.1,17.4,6,8.6,,0
12.81,,6/21/10,29.7,4.15,21.79,16.72,0.1,0.1,0.1,1.3,34.4,28.7,0,10.3,9,10,11.5,18.3,3.8,3.8,,0
12.8,,6/22/10,29.8,3.85,20.4,16.42,0.2,0.1,0.1,0.4,33.1,28.3,0,10.3,9,10,9.9,17.7,1.8,5.2,,0
12.78,,6/23/10,29.8,3.81,19.74,16.29,0.2,0.1,0.1,0.2,32.4,28.1,0,10.9,9,10.2,11.4,19.4,2.7,8.1,,0
12.8,,6/24/10,29.8,3.86,18.8,16.15,0.2,0.1,0.1,0.4,31.3,27.9,0,11.5,9.1,10.5,13.3,23.1,5.3,9.6,,0
12.8,,6/25/10,29.8,3.95,18.49,15.89,0.2,0.1,0.1,0.7,31,27.6,0,11.4,9.3,10.5,13.5,19.4,7.6,10.4,,0
12.79,,6/26/10,29.8,4.16,18.33,16.03,0.1,0.1,0.1,1.3,30.8,27.8,0,11,9.4,10.6,12.2,16.8,6.5,6.4,,0
12.78,,6/27/10,29.8,4.05,17.97,15.9,0.2,0.1,0.1,1,30.3,27.6,0,11.5,9.4,10.8,13.5,22.3,5.3,8.5,,0
12.78,,6/28/10,29.8,3.91,17.42,15.65,0.2,0.1,0.1,0.6,29.6,27.2,0,12.2,9.5,11,15.3,24.5,6.1,10.7,,0
12.8,,6/29/10,29.8,3.74,16.89,15.41,0.2,0.1,0.1,0.1,28.9,26.9,0,12.2,9.7,11.3,16.6,27.7,8.1,9.3,,0
12.79,,6/30/10,29.8,3.67,16.27,15.1,0.2,0.1,0.1,0,28.1,26.4,0,12.1,9.8,11.4,15.3,25.7,6.4,8.5,,0
12.79,,7/1/10,29.8,3.7,15.89,14.81,0.2,0.1,0.1,0,27.5,25.9,0,11.8,9.9,11.4,15,22.2,4.7,10,,0
12.78,,7/2/10,29.8,3.86,15.45,14.46,0.1,0.1,0.1,0.4,26.9,25.4,0,11.6,9.9,11.3,13.9,21.9,3.2,13.3,,0
12.78,,7/3/10,29.8,3.76,15.08,14.09,0.2,0.1,0.1,0.1,26.3,24.8,0,11.5,10,11.3,13.9,21.4,5.3,5.5,,0
12.78,,7/4/10,29.8,3.69,14.69,13.86,0.2,0.1,0.1,0,25.7,24.4,0,11.1,10,11.1,11.2,20,3.6,4.8,,0
12.76,,7/5/10,29.8,3.79,14.5,13.81,0.2,0.1,0.1,0.2,25.4,24.3,0,11.2,10,11.1,12,20,2.9,6.1,,0
12.78,,7/6/10,29.8,3.87,14.26,13.24,0.1,0.1,0.1,0.5,25,23.3,0,11.6,10,11.1,13.3,24,3.6,6.7,,0
12.83,,7/7/10,29.9,3.66,14.03,13.1,0.2,0.1,0.1,0,24.6,23,0,12.4,10,11.3,13.7,22.6,4.9,8.6,,0
12.8,,7/8/10,29.9,3.76,14.01,13.02,0.2,0.1,0.1,0.1,24.6,22.9,0,12.6,10.1,11.4,14.9,22.3,6.3,10,,0
12.77,,7/9/10,29.9,3.7,13.87,12.73,0.2,0.1,0.1,0,24.3,22.4,0,12.2,10.2,11.6,14.6,22.9,6.9,8.5,,0
12.81,,7/10/10,29.9,3.7,13.52,12.4,0.2,0.1,0.1,0,23.7,21.8,0,12.7,10.3,11.7,15,23.2,7,9.2,,0
12.79,,7/11/10,29.9,3.63,13.4,12.17,0.2,0.1,0.1,0,23.5,21.3,0,12.6,10.3,11.8,15.3,25.6,6.8,7.9,,0
12.78,,7/12/10,29.9,3.68,13.31,11.75,0.2,0.1,0.1,0,23.4,20.5,0,12.8,10.4,11.9,15.1,23.8,6,9.7,,0
12.8,,7/13/10,29.9,3.63,13.22,11.47,0.2,0.1,0.1,0,23.2,20,0,13,10.5,12,16.3,25.9,7.2,9.1,,0
12.79,,7/14/10,29.9,3.67,12.91,11.12,0.2,0.1,0.1,0,22.7,19.2,0,13,10.6,12.1,15.4,23.5,7.2,9.2,,0
12.8,,7/15/10,29.9,3.77,12.79,10.65,0.1,0.1,0.1,0.2,22.4,18.3,0,13.3,10.6,12.1,15.5,23.2,7.2,11.2,,0
12.8,,7/16/10,29.9,3.58,12.68,10.59,0.2,0.1,0.1,0,22.2,18.2,0,13.7,10.7,12.3,17.2,26,9.1,13,,0
12.8,,7/17/10,29.9,3.66,12.54,10.25,0.1,0.1,0.1,0,22,17.4,0,13.7,10.8,12.5,17.9,26.3,10.8,11.3,,0
12.8,,7/18/10,29.9,3.56,12.26,9.96,0.2,0.1,0.1,0,21.4,16.8,0,13.5,10.9,12.6,17,26.8,9.1,9.3,,0
12.79,,7/19/10,29.9,3.63,11.94,9.53,0.1,0.1,0.1,0,20.8,15.8,0,13.2,11,12.6,17.2,27.5,7.8,8.4,,0
12.79,,7/20/10,29.9,3.63,11.98,9.17,0.1,0.1,0.1,0,20.9,15,0,13,11,12.4,14.8,24.8,4.6,8.4,,0
12.8,,7/21/10,29.9,3.62,11.79,8.88,0.1,0.1,0.1,0,20.5,14.3,0,12.9,11,12.3,15.1,25.6,5.5,7.8,,0
12.79,,7/22/10,29.9,3.52,11.69,8.5,0.2,0.1,0.1,0,20.3,13.4,0,12.8,11,12.3,14.7,24.1,6.1,8,,0
12.8,,7/23/10,29.9,3.62,11.51,8.1,0.1,0.1,0.1,0,20,12.4,0,13.3,11,12.3,15.3,24.3,6.1,10.4,,0
12.81,,7/24/10,29.9,3.63,11.26,7.91,0.1,0.1,0.1,0,19.5,11.9,0,13.8,11,12.5,16.8,26.1,7.8,11.7,,0
12.81,,7/25/10,29.9,3.62,11.06,7.62,0.1,0.1,0.1,0,19.1,11.2,0,13.9,11.1,12.7,17.1,26,9,12,,0
12.8,,7/26/10,29.9,3.58,11,7.31,0.1,0.1,0.1,0,19,10.4,0,13.9,11.1,12.7,16.4,23.8,10.1,11.5,,0
12.8,,7/27/10,29.9,3.56,10.89,7.1,0.1,0.1,0.1,0,18.7,9.8,0,13.4,11.2,12.7,15.9,24,8.8,10.1,,0
12.79,,7/28/10,29.9,3.55,10.52,6.73,0.1,0.1,0.1,0,17.9,8.9,0,13.5,11.2,12.7,16.6,25.2,8.5,10.1,,0
12.8,,7/29/10,29.9,3.59,10.15,6.51,0.1,0.1,0.1,0,17.1,8.3,0,13.7,11.2,12.7,17.3,25.4,5.7,10.6,,0
12.8,,7/30/10,29.9,3.57,9.91,6.22,0.1,0.2,0.1,0,16.6,7.5,0,13.5,11.2,12.7,16.1,25.5,8.2,8.3,,0
12.8,,7/31/10,29.9,3.38,9.72,6.11,0.2,0.1,0.1,0,16.2,7.2,0,13.6,11.2,12.6,16.5,25.1,6,13.5,,0
12.79,,8/1/10,29.9,3.5,9.24,5.8,0.1,0.1,0.1,0,15.1,6.3,0,12.9,11.2,12.6,17.3,24.2,6.5,6.6,,0
12.79,,8/2/10,29.9,3.55,9.05,5.8,0.1,0.1,0.1,0,14.6,6.3,0,12.6,11.2,12.4,13.5,23,4,5.9,,0
12.78,,8/3/10,29.9,3.49,8.77,5.64,0.1,0.2,0.1,0,14,5.8,0,12.2,11.1,12.2,12.9,23.3,3.7,5.9,,0
12.78,,8/4/10,29.9,3.43,8.56,5.46,0.1,0.1,0.1,0,13.5,5.3,0,12.2,11.1,12,12.8,23,3,5.9,,0
12.79,,8/5/10,29.9,3.39,8.37,5.37,0.1,0.1,0.1,0,13,5,0,12.4,11,12,13.7,23.6,4.3,8.1,,0
12.79,,8/6/10,29.9,3.44,8.11,5.3,0.1,0.1,0.1,0,12.3,4.8,0,12.6,11,12.1,14.1,23.4,5.8,7,,0
12.79,,8/7/10,29.9,3.42,7.79,5.17,0.1,0.2,0.1,0,11.6,4.4,0,12.3,11,12.1,13.5,23.4,5.1,6.5,,0
12.8,,8/8/10,29.9,3.44,7.57,5.18,0.1,0.2,0.1,0,11,4.5,0,12.9,11,12,13.8,23.3,3.9,8.6,,0
12.74,,8/9/10,30.5,3.46,7.49,5.03,0.1,0.2,0.1,0,10.8,4,0,10,10.9,11.3,11.9,22,6.1,6.9,,0
12.8,,8/10/10,30.5,3.57,7.49,5.09,0.1,0.2,0.1,0,10.8,4.2,0,12,10.7,11.4,12.8,21.4,5.4,8.3,,0
12.78,,8/11/10,30.5,3.54,7.43,5.19,0.1,0.2,0.1,0,10.6,4.5,0,12.4,10.7,11.7,13.6,21.8,4,12.4,,0
12.79,,8/12/10,30.5,3.59,7.34,5.25,0.1,0.2,0.1,0,10.4,4.7,0,12.3,10.9,12.1,14,19.8,5.3,5.5,,0
12.78,,8/13/10,30.5,3.54,7.15,5.12,0.1,0.2,0.1,0,9.9,4.3,0,12.2,10.9,12,11.7,20,3.1,7.2,,0
12.8,,8/14/10,30.5,3.5,7.13,5.21,0.2,0.2,0.1,0,9.8,4.6,0,12.7,10.9,12,14,23.7,5.1,8.8,,0
12.8,,8/15/10,30.5,3.46,6.9,5.09,0.2,0.2,0.1,0,9.2,4.2,0,13.3,10.9,12.3,14.9,23.4,6.5,10.1,,0
12.79,,8/16/10,30.5,3.54,6.85,5.16,0.1,0.2,0.1,0,9.1,4.4,0,12.8,11,12.4,14.3,23.1,7.2,7.9,,0
12.8,,8/17/10,30.5,3.54,6.75,5.16,0.1,0.2,0.1,0,8.8,4.4,0,13.3,11,12.4,14.7,23.5,5.9,10.2,,0
12.82,,8/18/10,30.5,3.48,6.58,5.11,0.1,0.2,0.1,0,8.4,4.3,0,13.3,11.1,12.4,17.2,25.8,7.1,17,,0
12.8,,8/19/10,30.5,3.46,6.46,5.09,0.1,0.2,0.1,0,8.1,4.2,0,13,11.1,12.5,18.5,24.5,9.4,9.4,,0
12.79,,8/20/10,30.5,3.45,6.42,5.02,0.1,0.2,0.1,0,7.9,4,0,12.4,11.1,12.3,13.2,22.8,3.9,7.2,,0
12.8,,8/21/10,30.5,3.41,6.37,4.91,0.1,0.2,0.1,0,7.8,3.7,0,12.8,11.1,12.2,15.2,24,4.9,16.8,,0
12.8,,8/22/10,30.5,3.51,6.18,5.02,0.1,0.2,0.1,0,7.3,4,0,12.6,11.1,12.3,17.3,22.2,13.2,13.4,,0
12.78,,8/23/10,30.5,3.33,6.14,5.01,0.1,0.2,0.1,0,7.2,3.9,0,12,11.1,12.2,13.9,19.6,5.3,5.9,,0
12.8,,8/24/10,30.5,3.42,6.11,4.81,0.1,0.2,0.1,0,7.1,3.4,0,12,11,12,12,20.7,3.2,6.5,,0
12.8,,8/25/10,30.5,3.42,5.98,4.88,0.1,0.2,0.1,0,6.7,3.6,0,12.3,10.9,11.9,13.7,24.9,4.3,8.7,,0
12.8,,8/26/10,30.5,3.39,5.85,4.83,0.1,0.2,0.1,0,6.4,3.4,0,13.4,10.9,12.1,15.8,26,6.4,12.3,,0
12.81,,8/27/10,30.5,3.44,5.75,4.82,0.1,0.2,0.1,0,6.1,3.4,0,13.9,11,12.6,20.8,26.7,11.9,17.9,,0
12.8,,8/28/10,30.5,3.37,5.76,4.71,0.1,0.2,0.1,0,6.1,3.1,0,13,11.1,12.6,17.9,24.1,10.2,13.5,,0
12.78,,8/29/10,30.5,3.41,5.75,4.73,0.1,0.2,0.1,0,6.1,3.1,0,12.2,11.1,12.3,11.7,15.1,6.9,7.1,,0
12.75,,8/30/10,30.5,3.43,5.68,4.73,0.1,0.2,0.1,0,5.9,3.1,0,10,11,11.6,7.1,13.4,0.8,0.8,,0
12.8,,8/31/10,30.5,3.43,5.76,4.67,0.1,0.2,0.1,0,6.1,2.9,0,10.2,10.8,11.2,7.4,16.1,-0.1,2.3,,0
12.79,,9/1/10,30.5,3.34,5.8,4.71,0.1,0.2,0.1,0,6.2,3,0,10.6,10.6,11,9.1,18,0.9,5,,0
12.8,,9/2/10,30.5,3.39,5.69,4.66,0.1,0.2,0.1,0,5.9,2.9,0,11.1,10.6,11.1,11.5,20.8,2.5,7.4,,0
12.8,,9/3/10,30.5,3.35,5.63,4.62,0.1,0.2,0.1,0,5.7,2.8,0,11.6,10.6,11.4,13.3,23,4.8,7.2,,0
12.78,,9/4/10,30.5,3.34,5.61,4.57,0.1,0.2,0.1,0,5.7,2.6,0,11.5,10.6,11.5,13.3,24.7,4.4,6.7,,0
12.78,,9/5/10,30.5,3.38,5.5,4.66,0.1,0.2,0.1,0,5.4,2.9,0,11.1,10.6,11.5,13.1,24.9,3.8,4.9,,0
12.78,,9/6/10,30.5,3.32,5.61,4.64,0.1,0.2,0.1,0,5.7,2.8,0,10.9,10.6,11.3,12.5,23,2.9,4.5,,0
12.78,,9/7/10,30.5,3.23,5.43,4.59,0.2,0.2,0.1,0,5.1,2.7,0,10.7,10.5,11.1,10.2,19.3,1.2,4.9,,0
12.8,,9/8/10,30.5,3.38,5.5,4.49,0.1,0.2,0.1,0,5.3,2.4,0,11.4,10.5,11.2,15.1,21.6,4.2,12.2,,0
12.8,,9/9/10,30.5,3.32,5.55,4.54,0.1,0.2,0.1,0,5.5,2.5,0,11.2,10.5,11.3,10,14.4,4,4,,0
12.77,,9/10/10,30.5,3.35,5.46,4.57,0.1,0.2,0.1,0,5.2,2.6,0,9.7,10.4,10.9,6.3,15.3,-1.3,1.7,,0
12.77,,9/11/10,30.5,3.21,5.37,4.61,0.2,0.2,0.1,0,5,2.7,0,9.8,10.3,10.6,8.1,17.9,-0.1,4.3,,0
12.78,,9/12/10,30.5,3.36,5.46,4.56,0.1,0.2,0.1,0,5.2,2.6,0,10.3,10.2,10.6,10.3,20.2,2.2,5.2,,0
12.79,,9/13/10,30.5,3.27,5.32,4.52,0.1,0.2,0.1,0,4.8,2.4,0,10.5,10.2,10.7,10.9,20.4,3.1,5.3,,0
12.78,,9/14/10,30.5,3.21,5.5,4.56,0.1,0.2,0.1,0,5.3,2.6,0,10.1,10.2,10.7,10.4,19.7,2.8,3.8,,0
12.78,,9/15/10,30.5,3.36,5.41,4.56,0.1,0.2,0.1,0,5.1,2.6,0,10.2,10.1,10.6,10.5,19,2.1,5,,0
12.78,,9/16/10,30.5,3.21,5.44,4.61,0.1,0.2,0.1,0,5.2,2.7,0,10,10.1,10.6,10.1,20.4,2.7,3.5,,0
12.79,,9/17/10,30.5,3.21,5.44,4.55,0.1,0.2,0.1,0,5.2,2.5,0,10,10,10.5,10,20.3,1.3,4.5,,0
12.79,,9/18/10,30.5,3.31,5.53,4.56,0.1,0.2,0.1,0,5.4,2.5,0,10.2,10,10.5,10.8,21.4,2.2,4.5,,0
12.78,,9/19/10,30.5,3.36,5.48,4.64,0.1,0.2,0.1,0,5.3,2.8,0,10.6,10,10.5,12.5,22.2,2.9,14.4,,0
12.77,,9/20/10,30.5,3.31,5.44,4.56,0.1,0.2,0.1,0,5.1,2.6,0,10.4,10,10.7,13.5,17.7,8.2,9.2,,0
12.76,,9/21/10,30.5,3.16,5.44,4.64,0.2,0.2,0.1,0,5.2,2.8,0,9.7,10,10.5,9,17.2,0.9,2.9,,0
12.78,,9/22/10,30.5,3.31,5.44,4.51,0.1,0.2,0.1,0,5.2,2.4,0,10.2,9.9,10.3,9.8,19,0.6,10.3,,0
12.77,,9/23/10,30.5,3.39,5.5,4.52,0.1,0.2,0.1,0,5.3,2.4,0,9.4,9.9,10.4,9.5,16.9,1.5,1.9,,0
12.76,,9/24/10,30.5,3.29,5.45,4.55,0.1,0.2,0.1,0,5.2,2.5,0,8.9,9.8,10,7.6,17.8,-0.6,2.5,,0
12.78,,9/25/10,30.5,3.29,5.4,4.59,0.1,0.2,0.1,0,5,2.6,0,9.1,9.7,9.9,9.1,19.2,0.1,4.4,,0
12.77,,9/26/10,30.5,3.2,5.4,4.5,0.1,0.2,0.1,0,5,2.4,0,9.4,9.7,9.9,10.5,21.7,1.8,4.9,,0
12.78,,9/27/10,30.5,3.35,5.39,4.55,0.1,0.2,0.1,0,5,2.5,0,9.5,9.6,10,11.1,22.7,2.1,5.3,,0
12.77,,9/28/10,30.5,3.21,5.35,4.6,0.2,0.2,0.1,0,4.9,2.7,0,9.9,9.6,10,11.5,23.3,2.7,6.7,,0
12.78,,9/29/10,30.5,3.36,5.44,4.46,0.1,0.2,0.1,0,5.1,2.3,0,10.2,9.6,10.1,12.2,22.1,3.5,8.1,,0
12.78,,9/30/10,30.5,3.32,5.4,4.47,0.1,0.2,0.1,0,5,2.3,0,10.4,9.7,10.3,12.7,23.1,4.4,7.5,,0
-99.9,,9/30/10,30.5,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,23:59,-99.9
12.74,,10/1/10,0,3.42,5.37,4.56,0.1,0.2,0.1,0,4.9,2.5,0,10.7,9.7,10.4,12.6,22.6,4.8,9.4,,0
12.76,,10/2/10,0,3.34,5.37,4.52,0.1,0.2,0.1,0,4.9,2.4,0,11.3,9.7,10.5,13.3,20.9,6,11.8,,0
12.75,,10/3/10,0.6,3.77,5.66,7.87,0.1,0.2,0.1,0.1,5.8,11.8,0,11,9.8,10.8,11.9,20.4,7,9.1,,0
12.67,,10/4/10,0.9,3.79,5.68,8.51,0.2,0.2,0.1,0.2,5.8,13.3,0,11,9.9,10.8,10.3,12.8,7.8,7.9,,0
12.8,,10/5/10,1.8,4.68,5.8,11.56,0.1,0.2,0.1,2.9,6.2,20.1,0,10,9.9,10.6,8.1,13.3,4.9,5.3,,0
12.73,,10/6/10,2.4,5.65,5.86,11.79,0.1,0.2,0.1,5.7,6.3,20.5,0,9.1,9.9,10,6,8.8,4.1,4.4,,0
12.81,,10/7/10,2.4,5.9,5.84,10.74,0.1,0.2,0.1,6.4,6.3,18.3,0,8.9,9.7,9.6,6,13,0.8,4.9,,0
12.8,,10/8/10,2.4,5.83,5.85,10.4,0.1,0.2,0.1,6.2,6.3,17.6,0,9.2,9.6,9.6,6.6,12.1,1.7,1.7,,0
12.79,,10/9/10,2.4,5.77,5.85,10,0.1,0.2,0.1,6,6.3,16.7,0,8.6,9.5,9.4,5.9,13.3,-0.2,2.9,,0
12.8,,10/10/10,2.4,5.72,5.95,9.77,0.1,0.2,0.1,5.9,6.6,16.2,0,9,9.4,9.3,8,16.6,1.1,5.2,,0
12.79,,10/11/10,2.4,5.51,5.97,9.5,0.1,0.2,0.1,5.3,6.6,15.6,0,9.3,9.3,9.4,9.6,17.1,3.6,6.1,,0
12.78,,10/12/10,2.4,5.42,6.09,9.25,0.1,0.2,0.1,5.1,7,15,0,9.3,9.3,9.5,9.4,16.4,4,4,,0
12.78,,10/13/10,2.4,5.37,6.12,9.28,0.1,0.2,0.1,4.9,7.1,15.1,0,8.8,9.3,9.4,7.9,16.2,1.5,3.8,,0
12.78,,10/14/10,2.4,5.24,6.34,9.06,0.1,0.2,0.1,4.5,7.7,14.6,0,8.8,9.3,9.2,8.4,17,2.4,4.6,,0
12.78,,10/15/10,2.4,5.16,6.72,8.99,0.1,0.2,0.1,4.3,8.7,14.4,0,8.7,9.2,9.2,8.5,17.4,2.5,3.8,,0
12.78,,10/16/10,2.4,4.99,7.2,8.87,0.1,0.2,0.1,3.8,10,14.1,0,8.5,9.2,9.1,8.5,18.5,1.8,4.3,,0
12.79,,10/17/10,2.4,4.92,7.58,8.6,0.1,0.2,0.1,3.6,10.9,13.5,0,9.2,9.1,9.1,13,18.5,3.8,11,,0
